UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Vibration Levels,Operational Hours,Failure Type,Comment
442,H29855,H,297.5,308.5,1393,46.6,27.80645161,144.76,No Failure,"Technician inspected Engine #442. RPM at 1393, torque at 46.6 Nm. Air temp 297.5K, Process temp 308.5K. Vibration level recorded at 27.8. Engine has run for 144.8 hours. No failure detected."
443,L47622,L,297.4,308.5,1399,61.5,27.525,145.12,Overstrain Failure,"Technician inspected Engine #443. RPM at 1399, torque at 61.5 Nm. Air temp 297.4K, Process temp 308.5K. Vibration level recorded at 27.5. Engine has run for 145.1 hours. Anomaly present. Further diagnostics required."
444,H29857,H,297.4,308.5,1469,45.1,27.24354839,145.47,Overstrain Failure,"Technician inspected Engine #444. RPM at 1469, torque at 45.1 Nm. Air temp 297.4K, Process temp 308.5K. Vibration level recorded at 27.2. Engine has run for 145.5 hours. Anomaly present. Further diagnostics required."
445,L47624,L,297.4,308.4,1582,37.2,26.96209677,145.83,No Failure,"Technician inspected Engine #445. RPM at 1582, torque at 37.2 Nm. Air temp 297.4K, Process temp 308.4K. Vibration level recorded at 27.0. Engine has run for 145.8 hours. No failure detected."
446,L47625,L,297.5,308.6,1793,26.7,26.68064516,146.18,No Failure,"Technician inspected Engine #446. RPM at 1793, torque at 26.7 Nm. Air temp 297.5K, Process temp 308.6K. Vibration level recorded at 26.7. Engine has run for 146.2 hours. No failure detected."
447,L47626,L,297.5,308.6,1452,39.0,26.39919355,146.54,No Failure,"Technician inspected Engine #447. RPM at 1452, torque at 39.0 Nm. Air temp 297.5K, Process temp 308.6K. Vibration level recorded at 26.4. Engine has run for 146.5 hours. No failure detected."
448,M15307,M,297.6,308.7,1376,59.9,26.11774194,146.89,No Failure,"Technician inspected Engine #448. RPM at 1376, torque at 59.9 Nm. Air temp 297.6K, Process temp 308.7K. Vibration level recorded at 26.1. Engine has run for 146.9 hours. No failure detected."
449,L47628,L,297.5,308.6,1552,44.9,25.83629032,147.25,No Failure,"Technician inspected Engine #449. RPM at 1552, torque at 44.9 Nm. Air temp 297.5K, Process temp 308.6K. Vibration level recorded at 25.8. Engine has run for 147.2 hours. No failure detected."
450,L47629,L,297.6,308.7,1622,37.9,25.55483871,147.6,No Failure,"Technician inspected Engine #450. RPM at 1622, torque at 37.9 Nm. Air temp 297.6K, Process temp 308.7K. Vibration level recorded at 25.6. Engine has run for 147.6 hours. No failure detected."
451,M15310,M,297.6,308.7,1419,41.7,25.2733871,147.95,Power Failure,"Technician inspected Engine #451. RPM at 1419, torque at 41.7 Nm. Air temp 297.6K, Process temp 308.7K. Vibration level recorded at 25.3. Engine has run for 147.9 hours. Anomaly present. Further diagnostics required."
452,H29865,H,297.5,308.6,1440,46.1,24.99193548,148.31,No Failure,"Technician inspected Engine #452. RPM at 1440, torque at 46.1 Nm. Air temp 297.5K, Process temp 308.6K. Vibration level recorded at 25.0. Engine has run for 148.3 hours. No failure detected."
453,M15312,M,297.4,308.6,1643,31.0,24.71048387,148.66,No Failure,"Technician inspected Engine #453. RPM at 1643, torque at 31.0 Nm. Air temp 297.4K, Process temp 308.6K. Vibration level recorded at 24.7. Engine has run for 148.7 hours. No failure detected."
454,L47633,L,297.4,308.7,1510,36.2,24.42903226,149.02,Tool Wear Failure,"Technician inspected Engine #454. RPM at 1510, torque at 36.2 Nm. Air temp 297.4K, Process temp 308.7K. Vibration level recorded at 24.4. Engine has run for 149.0 hours. Signs of tool wear observed. Recommend inspection."
455,L47634,L,297.4,308.7,1468,46.6,24.14758065,149.37,Tool Wear Failure,"Technician inspected Engine #455. RPM at 1468, torque at 46.6 Nm. Air temp 297.4K, Process temp 308.7K. Vibration level recorded at 24.1. Engine has run for 149.4 hours. Signs of tool wear observed. Recommend inspection."
456,L47635,L,297.4,308.7,1429,57.4,42.0,149.73,Tool Wear Failure,"Technician inspected Engine #456. RPM at 1429, torque at 57.4 Nm. Air temp 297.4K, Process temp 308.7K. Vibration level recorded at 42.0. Engine has run for 149.7 hours. Signs of tool wear observed. Recommend inspection."
457,H29870,H,297.3,308.7,1478,47.6,52.0,150.08,No Failure,"Technician inspected Engine #457. RPM at 1478, torque at 47.6 Nm. Air temp 297.3K, Process temp 308.7K. Vibration level recorded at 52.0. Engine has run for 150.1 hours. No failure detected."
458,L47637,L,297.4,308.6,1276,53.6,44.0,150.44,No Failure,"Technician inspected Engine #458. RPM at 1276, torque at 53.6 Nm. Air temp 297.4K, Process temp 308.6K. Vibration level recorded at 44.0. Engine has run for 150.4 hours. No failure detected."
459,L47638,L,297.3,308.6,1486,42.6,52.0,150.79,No Failure,"Technician inspected Engine #459. RPM at 1486, torque at 42.6 Nm. Air temp 297.3K, Process temp 308.6K. Vibration level recorded at 52.0. Engine has run for 150.8 hours. No failure detected."
460,L47639,L,297.4,308.6,1476,42.3,44.0,151.15,No Failure,"Technician inspected Engine #460. RPM at 1476, torque at 42.3 Nm. Air temp 297.4K, Process temp 308.6K. Vibration level recorded at 44.0. Engine has run for 151.2 hours. No failure detected."
461,H29874,H,297.3,308.6,1431,42.0,35.0,151.5,No Failure,"Technician inspected Engine #461. RPM at 1431, torque at 42.0 Nm. Air temp 297.3K, Process temp 308.6K. Vibration level recorded at 35.0. Engine has run for 151.5 hours. No failure detected."
462,L47641,L,297.4,308.7,1402,40.2,36.0,151.85,No Failure,"Technician inspected Engine #462. RPM at 1402, torque at 40.2 Nm. Air temp 297.4K, Process temp 308.7K. Vibration level recorded at 36.0. Engine has run for 151.8 hours. No failure detected."
463,L47642,L,297.4,308.7,1433,43.4,33.0,152.21,No Failure,"Technician inspected Engine #463. RPM at 1433, torque at 43.4 Nm. Air temp 297.4K, Process temp 308.7K. Vibration level recorded at 33.0. Engine has run for 152.2 hours. No failure detected."
464,L47643,L,297.4,308.7,2874,4.2,23.0,152.56,No Failure,"Technician inspected Engine #464. RPM at 2874, torque at 4.2 Nm. Air temp 297.4K, Process temp 308.7K. Vibration level recorded at 23.0. Engine has run for 152.6 hours. No failure detected."
465,L47644,L,297.3,308.6,1511,35.7,45.0,152.92,No Failure,"Technician inspected Engine #465. RPM at 1511, torque at 35.7 Nm. Air temp 297.3K, Process temp 308.6K. Vibration level recorded at 45.0. Engine has run for 152.9 hours. No failure detected."
466,M15325,M,297.3,308.6,1456,42.9,55.0,153.27,No Failure,"Technician inspected Engine #466. RPM at 1456, torque at 42.9 Nm. Air temp 297.3K, Process temp 308.6K. Vibration level recorded at 55.0. Engine has run for 153.3 hours. No failure detected."
467,L47646,L,297.2,308.5,1550,41.5,45.0,153.63,No Failure,"Technician inspected Engine #467. RPM at 1550, torque at 41.5 Nm. Air temp 297.2K, Process temp 308.5K. Vibration level recorded at 45.0. Engine has run for 153.6 hours. No failure detected."
468,L47647,L,297.2,308.5,2182,16.5,34.0,153.98,No Failure,"Technician inspected Engine #468. RPM at 2182, torque at 16.5 Nm. Air temp 297.2K, Process temp 308.5K. Vibration level recorded at 34.0. Engine has run for 154.0 hours. No failure detected."
469,L47648,L,297.3,308.7,1619,31.6,34.0,154.34,No Failure,"Technician inspected Engine #469. RPM at 1619, torque at 31.6 Nm. Air temp 297.3K, Process temp 308.7K. Vibration level recorded at 34.0. Engine has run for 154.3 hours. No failure detected."
470,M15329,M,297.3,308.8,1586,32.7,23.0,154.69,No Failure,"Technician inspected Engine #470. RPM at 1586, torque at 32.7 Nm. Air temp 297.3K, Process temp 308.8K. Vibration level recorded at 23.0. Engine has run for 154.7 hours. No failure detected."
471,H29884,H,297.3,308.8,1499,44.2,42.0,155.05,No Failure,"Technician inspected Engine #471. RPM at 1499, torque at 44.2 Nm. Air temp 297.3K, Process temp 308.8K. Vibration level recorded at 42.0. Engine has run for 155.1 hours. No failure detected."
472,H29885,H,297.3,308.8,1419,42.4,54.0,155.4,No Failure,"Technician inspected Engine #472. RPM at 1419, torque at 42.4 Nm. Air temp 297.3K, Process temp 308.8K. Vibration level recorded at 54.0. Engine has run for 155.4 hours. No failure detected."
473,M15332,M,297.4,309.0,1497,41.8,55.0,155.75,No Failure,"Technician inspected Engine #473. RPM at 1497, torque at 41.8 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 55.0. Engine has run for 155.8 hours. No failure detected."
474,M15333,M,297.4,309.0,1520,37.0,54.0,156.11,No Failure,"Technician inspected Engine #474. RPM at 1520, torque at 37.0 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 54.0. Engine has run for 156.1 hours. No failure detected."
475,L47654,L,297.4,309.1,1478,49.8,34.0,156.46,No Failure,"Technician inspected Engine #475. RPM at 1478, torque at 49.8 Nm. Air temp 297.4K, Process temp 309.1K. Vibration level recorded at 34.0. Engine has run for 156.5 hours. No failure detected."
476,L47655,L,297.4,309.1,1380,41.1,33.0,156.82,No Failure,"Technician inspected Engine #476. RPM at 1380, torque at 41.1 Nm. Air temp 297.4K, Process temp 309.1K. Vibration level recorded at 33.0. Engine has run for 156.8 hours. No failure detected."
477,L47656,L,297.4,309.0,1570,37.9,23.0,157.17,No Failure,"Technician inspected Engine #477. RPM at 1570, torque at 37.9 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 23.0. Engine has run for 157.2 hours. No failure detected."
478,H29891,H,297.4,309.0,1468,41.4,24.0,157.53,No Failure,"Technician inspected Engine #478. RPM at 1468, torque at 41.4 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 24.0. Engine has run for 157.5 hours. No failure detected."
479,L47658,L,297.4,309.0,1833,22.6,36.0,157.88,No Failure,"Technician inspected Engine #479. RPM at 1833, torque at 22.6 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 36.0. Engine has run for 157.9 hours. No failure detected."
480,M15339,M,297.4,308.9,1323,57.3,34.0,158.24,No Failure,"Technician inspected Engine #480. RPM at 1323, torque at 57.3 Nm. Air temp 297.4K, Process temp 308.9K. Vibration level recorded at 34.0. Engine has run for 158.2 hours. No failure detected."
481,L47660,L,297.4,309.0,1583,32.0,35.0,158.59,No Failure,"Technician inspected Engine #481. RPM at 1583, torque at 32.0 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 35.0. Engine has run for 158.6 hours. No failure detected."
482,M15341,M,297.3,309.0,1556,39.5,36.0,158.95,No Failure,"Technician inspected Engine #482. RPM at 1556, torque at 39.5 Nm. Air temp 297.3K, Process temp 309.0K. Vibration level recorded at 36.0. Engine has run for 158.9 hours. No failure detected."
483,L47662,L,297.3,309.0,1548,37.4,37.0,159.3,No Failure,"Technician inspected Engine #483. RPM at 1548, torque at 37.4 Nm. Air temp 297.3K, Process temp 309.0K. Vibration level recorded at 37.0. Engine has run for 159.3 hours. No failure detected."
484,L47663,L,297.4,309.0,1324,56.9,38.0,159.65,No Failure,"Technician inspected Engine #484. RPM at 1324, torque at 56.9 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 38.0. Engine has run for 159.7 hours. No failure detected."
485,L47664,L,297.4,309.0,1568,33.7,39.0,160.01,No Failure,"Technician inspected Engine #485. RPM at 1568, torque at 33.7 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 39.0. Engine has run for 160.0 hours. No failure detected."
486,M15345,M,297.4,309.0,1685,30.7,40.0,160.36,No Failure,"Technician inspected Engine #486. RPM at 1685, torque at 30.7 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 40.0. Engine has run for 160.4 hours. No failure detected."
487,M15346,M,297.4,309.1,1582,35.9,42.0,160.72,No Failure,"Technician inspected Engine #487. RPM at 1582, torque at 35.9 Nm. Air temp 297.4K, Process temp 309.1K. Vibration level recorded at 42.0. Engine has run for 160.7 hours. No failure detected."
488,M15347,M,297.4,309.1,1463,35.0,52.0,161.07,No Failure,"Technician inspected Engine #488. RPM at 1463, torque at 35.0 Nm. Air temp 297.4K, Process temp 309.1K. Vibration level recorded at 52.0. Engine has run for 161.1 hours. No failure detected."
489,L47668,L,297.4,309.2,1584,42.8,44.0,161.43,No Failure,"Technician inspected Engine #489. RPM at 1584, torque at 42.8 Nm. Air temp 297.4K, Process temp 309.2K. Vibration level recorded at 44.0. Engine has run for 161.4 hours. No failure detected."
490,M15349,M,297.5,309.2,1347,55.8,52.0,161.78,No Failure,"Technician inspected Engine #490. RPM at 1347, torque at 55.8 Nm. Air temp 297.5K, Process temp 309.2K. Vibration level recorded at 52.0. Engine has run for 161.8 hours. No failure detected."
491,L47670,L,297.4,309.2,1459,37.9,44.0,162.14,No Failure,"Technician inspected Engine #491. RPM at 1459, torque at 37.9 Nm. Air temp 297.4K, Process temp 309.2K. Vibration level recorded at 44.0. Engine has run for 162.1 hours. No failure detected."
492,L47671,L,297.4,309.2,1420,45.6,35.0,162.49,No Failure,"Technician inspected Engine #492. RPM at 1420, torque at 45.6 Nm. Air temp 297.4K, Process temp 309.2K. Vibration level recorded at 35.0. Engine has run for 162.5 hours. No failure detected."
493,L47672,L,297.5,309.3,1404,43.5,36.0,162.85,No Failure,"Technician inspected Engine #493. RPM at 1404, torque at 43.5 Nm. Air temp 297.5K, Process temp 309.3K. Vibration level recorded at 36.0. Engine has run for 162.8 hours. No failure detected."
494,L47673,L,297.5,309.3,1470,38.8,33.0,163.2,No Failure,"Technician inspected Engine #494. RPM at 1470, torque at 38.8 Nm. Air temp 297.5K, Process temp 309.3K. Vibration level recorded at 33.0. Engine has run for 163.2 hours. No failure detected."
495,L47674,L,297.6,309.4,1326,49.8,23.0,163.55,No Failure,"Technician inspected Engine #495. RPM at 1326, torque at 49.8 Nm. Air temp 297.6K, Process temp 309.4K. Vibration level recorded at 23.0. Engine has run for 163.6 hours. No failure detected."
496,H29909,H,297.5,309.3,1459,49.7,45.0,163.91,No Failure,"Technician inspected Engine #496. RPM at 1459, torque at 49.7 Nm. Air temp 297.5K, Process temp 309.3K. Vibration level recorded at 45.0. Engine has run for 163.9 hours. No failure detected."
497,M15356,M,297.5,309.2,1530,40.0,55.0,164.26,No Failure,"Technician inspected Engine #497. RPM at 1530, torque at 40.0 Nm. Air temp 297.5K, Process temp 309.2K. Vibration level recorded at 55.0. Engine has run for 164.3 hours. No failure detected."
498,L47677,L,297.4,309.0,1505,39.2,45.0,164.62,No Failure,"Technician inspected Engine #498. RPM at 1505, torque at 39.2 Nm. Air temp 297.4K, Process temp 309.0K. Vibration level recorded at 45.0. Engine has run for 164.6 hours. No failure detected."
499,L47678,L,297.5,309.1,1611,30.2,34.0,164.97,No Failure,"Technician inspected Engine #499. RPM at 1611, torque at 30.2 Nm. Air temp 297.5K, Process temp 309.1K. Vibration level recorded at 34.0. Engine has run for 165.0 hours. No failure detected."
500,L47679,L,297.5,309.1,1515,35.1,34.0,165.33,No Failure,"Technician inspected Engine #500. RPM at 1515, torque at 35.1 Nm. Air temp 297.5K, Process temp 309.1K. Vibration level recorded at 34.0. Engine has run for 165.3 hours. No failure detected."
